广东频道,#genre#
CCTV-10,http://27.11.49.234:8003/rtp/225.0.4.130:7980
CCTV-10,http://27.11.49.234:8002/rtp/225.0.4.130:7980
CCTV-10,http://125.37.160.173:4022/rtp/225.1.1.140:5002
CCTV-10,http://124.129.78.38:3333/rtp/239.253.254.234:8000
CCTV-10,http://60.27.20.30:5555/rtp/225.1.1.140:5002
CCTV-10,http://118.81.141.10:8004/rtp/226.0.2.162:9208
CCTV-10,http://118.81.141.10:8004/rtp/226.0.2.27:8128
CCTV-11,http://118.81.141.11:8004/rtp/226.0.2.28:8136
CCTV-11,http://27.10.134.196:8001/rtp/225.0.4.218:7980
CCTV-11,http://27.11.59.255:8010/rtp/225.0.4.218:7980
CCTV-11,http://27.10.76.34:8008/rtp/225.0.4.218:7980
CCTV-11,http://60.189.43.82:9999/rtp/233.50.201.11:5140
CCTV-11,http://27.10.76.34:8004/rtp/225.0.4.218:7980
CCTV-11,http://27.11.49.234:8003/rtp/225.0.4.218:7980
CCTV-11,http://27.11.49.234:8002/rtp/225.0.4.218:7980
CCTV-11,http://125.37.160.173:4022/rtp/225.1.2.192:5002
CCTV-11,http://124.129.78.38:3333/rtp/239.253.254.169:8000
CCTV-11,http://60.27.20.30:5555/rtp/225.1.2.192:5002
CCTV-11,http://118.81.141.10:8004/rtp/226.0.2.28:8136
CCTV-11,http://211.158.152.104:8009/rtp/225.0.4.218:7980
CCTV-11,http://61.188.254.218:9527/rtp/239.93.0.102:5140
CCTV-11,http://60.220.167.85:8083/rtp/226.0.2.28:8136
CCTV-12,http://118.81.141.11:8004/rtp/226.0.2.164:9224
CCTV-12,http://118.81.141.11:8004/rtp/226.0.2.29:8144
CCTV-12,http://27.10.134.196:8001/rtp/225.0.4.129:7980
CCTV-12,http://27.11.59.255:8010/rtp/225.0.4.129:7980
CCTV-12,http://27.10.76.34:8008/rtp/225.0.4.129:7980
CCTV-12,http://60.189.43.82:9999/rtp/233.50.201.123:5140
CCTV-12,http://60.189.43.82:9999/rtp/233.50.201.12:5140
CCTV-12,http://27.10.76.34:8004/rtp/225.0.4.129:7980
CCTV-12,http://27.11.49.234:8003/rtp/225.0.4.129:7980
CCTV-12,http://27.11.49.234:8002/rtp/225.0.4.129:7980
CCTV-12,http://125.37.160.173:4022/rtp/225.1.1.142:5002
CCTV-12,http://124.129.78.38:3333/rtp/239.253.254.235:8000
CCTV-12,http://60.27.20.30:5555/rtp/225.1.1.142:5002
CCTV-12,http://118.81.141.10:8004/rtp/226.0.2.164:9224
CCTV-12,http://118.81.141.10:8004/rtp/226.0.2.29:8144
CCTV-13,http://118.81.141.11:8004/rtp/226.0.2.165:9232
CCTV-13,http://118.81.141.11:8004/rtp/226.0.2.30:8152
CCTV-13,http://27.10.134.196:8001/rtp/225.0.4.219:7980
CCTV-13,http://27.11.59.255:8010/rtp/225.0.4.219:7980
CCTV-13,http://27.10.76.34:8008/rtp/225.0.4.219:7980
CCTV-13,http://60.189.43.82:9999/rtp/233.50.201.246:5140
